"PETRJ13,CALL,,A,72,ITM,-9.767,3.023,3.023,100,,3.000,,,,3.040,0,09:45:00,17,4.222,22,9.822,,,,10.000,0,0,0,0,,100,0,200,0,1,1"
"PETRV13,PUT,,E,72,OTM,-9.767,0,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,"
"PETRJ402,CALL,,A,342,ITM,-8.895,2.755,2.753,,,,,,,2.767,-11,13:45:28,14,80.906,8.940,13,105.189,00,5.160,9.971,3,-170,-6,526,10.000,50,0,1,2,3,8,1,2"
"PETRV402,PUT,,E,342,OTM,-8.895,0,,,,,2,,8,4,,0,,,,,,,,0,0,0,,0,,,,,,,"
"Opções PETR4 - CALLs e PUTs - lista, pesquisa e cotações",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ticker          ,Tipo,F.M. ,Mod.,Strike    ,A/I/OTM,Dist. (%) do Strike,Teórico,VI,Qtd. Bid,Vol. Impl. Bid (%),Bid,Ask,Vol. Impl. Ask (%),Qtd. Ask,Último,Var. (%),Data/Hora,VE,Prêmio como % do strike,Prêmio como % da última cotação,Núm. de Neg.,Vol. Financeiro,Vol. Impl. (%),Delta,Gamma,Theta ($),Theta (%),Vega,Prob. ITM (%),IQ,Coberto,Travado,Descob.,Tit.,Lanç.
PETRJ655,CALL,,E,6.497,OTM,"+109,92",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV655,PUT,,E,6.497,ITM,"+109,92",3.367,3.402,,,,,,,,0,,,,,,,,-10.000,0,380,,0,,,,,,,
PETRJ660,CALL,,A,6.547,OTM,"+111,53",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV660,PUT,,E,6.547,ITM,"+111,53",3.417,3.452,,,,,,,,0,,,,,,,,-10.000,0,390,,0,,,,,,,
PETRJ665,CALL,,E,6.597,OTM,"+113,15",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV665,PUT,,E,6.597,ITM,"+113,15",3.467,3.502,,,,,,,,0,,,,,,,,-10.000,0,390,,0,,,,,,,
PETRJ670,CALL,,A,6.647,OTM,"+114,77",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV670,PUT,,E,6.647,ITM,"+114,77",3.516,3.552,,,,,,,,0,,,,,,,,-10.000,0,390,,0,,,,,,,
PETRJ675,CALL,,E,6.697,OTM,"+116,38",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV675,PUT,,E,6.697,ITM,"+116,38",3.566,3.602,,,,,,,,0,,,,,,,,-10.000,0,400,,0,,,,,,,
PETRJ680,CALL,,A,6.747,OTM,"+118,00",0,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV680,PUT,,E,6.747,ITM,"+118,00",3.616,3.652,,,,,,,,0,,,,,,,,-10.000,0,400,,0,,,,,,,
PETRJ679,CALL,,E,6.797,OTM,"+119,61",0,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV679,PUT,,E,6.797,ITM,"+119,61",3.666,3.702,,,,,,,,0,,,,,,,,-10.000,0,400,,0,,,,,,,
PETRJ690,CALL,,A,6.847,OTM,"+121,23",0,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV690,PUT,,E,6.847,ITM,"+121,23",3.715,3.752,,,,,,,,0,,,,,,,,-10.000,0,410,,0,,,,,,,
PETRJ689,CALL,,E,6.897,OTM,"+122,84",0,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV689,PUT,,E,6.897,ITM,"+122,84",3.765,3.802,,,,,,,,0,,,,,,,,-10.000,0,410,,0,,,,,,,
PETRJ694,CALL,,A,6.947,OTM,"+124,46",0,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV694,PUT,,E,6.947,ITM,"+124,46",3.815,3.852,,,,,,,,0,,,,,,,,-10.000,0,410,,0,,,,,,,
PETRJ699,CALL,,E,6.997,OTM,"+126,07",0,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV699,PUT,,E,6.997,ITM,"+126,07",3.865,3.902,,,,,,,,0,,,,,,,,-10.000,0,410,,0,,,,,,,
PETRJ704,CALL,,A,7.047,OTM,"+127,69",0,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV704,PUT,,E,7.047,ITM,"+127,69",3.914,3.952,,,,,,,,0,,,,,,,,-10.000,0,420,,0,,,,,,,
PETRJ714,CALL,,A,7.147,OTM,"+130,92",0,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV714,PUT,,E,7.147,ITM,"+130,92",4.014,4.052,,,,,,,,0,,,,,,,,-10.000,0,420,,0,,,,,,,
PETRJ724,CALL,,A,7.247,OTM,"+134,15",0,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV724,PUT,,E,7.247,ITM,"+134,15",4.113,4.152,,,,,,,,0,,,,,,,,-10.000,0,430,,0,,,,,,,
PETRJ734,CALL,,A,7.347,OTM,"+137,38",0,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV734,PUT,,E,7.347,ITM,"+137,38",4.213,4.252,,,,,,,,0,,,,,,,,-10.000,0,430,,0,,,,,,,
PETRJ744,CALL,,A,7.447,OTM,"+140,61",0,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV744,PUT,,E,7.447,ITM,"+140,61",4.312,4.352,,,,,,,,0,,,,,,,,-10.000,0,440,,0,,,,,,,
PETRJ754,CALL,,A,7.547,OTM,"+143,84",0,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV754,PUT,,E,7.547,ITM,"+143,84",4.412,4.452,,,,,,,,0,,,,,,,,-10.000,0,450,,0,,,,,,,
PETRJ815,CALL,,E,8.097,OTM,"+161,62",0,,,,,2,1.877,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV815,PUT,,E,8.097,ITM,"+161,62",4.959,5.002,,,,,,,,0,,,,,,,,-10.000,0,480,,0,,,,,,,
PETRJ818,CALL,,A,8.127,OTM,"+162,58",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV818,PUT,,E,8.127,ITM,"+162,58",4.989,5.032,,,,,,,4.600,0,09:45:00,-432,5.660,14.863,,,,-10.000,0,480,10,0,,100,0,0,14,1,1
PETRJ820,CALL,,A,8.147,OTM,"+163,23",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV820,PUT,,E,8.147,ITM,"+163,23",5.008,5.052,,,,,,,,0,,,,,,,,-10.000,0,480,,0,,,,,,,
PETRJ187,CALL,,A,18.572,OTM,"+500,06",0,,,,,2,,"8,4",,0,,,,,,,,0,0,0,,0,,,,,,,
PETRV187,PUT,,E,18.572,ITM,"+500,06",15.378,15.477,,,,,,,,0,,,,,,,,-10.000,0,1.100,,0,,,,,,,
